OBJECTID;CODE_VOIE;NOM_VOIE;TYPE_AMENAGEMENT;REALISATION;CIRCUL2R;CIRCVOIT;AFFECTATION;TOURNGAUCHE;SHAPE.LEN
58337;25950;Rue Jean- VIOLETTE;Bande;1990;unidirectionnelle;contresens;vélos + cyclomoteurs;;68.264424849258
58338;25950;Rue Jean- VIOLETTE;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.783794076986199
58339;26069;Boulevard Carl- VOGT;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.180266796074399
58340;26069;Boulevard Carl- VOGT;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;65.9083577486614
58341;26069;Boulevard Carl- VOGT;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;145.211417612778
58342;26069;Boulevard Carl- VOGT;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;33.1914932215707
58343;26069;Boulevard Carl- VOGT;Piste;2000;unidirectionnelle;contresens;vélos + cyclomoteurs;;130.84648686797001
58344;26069;Boulevard Carl- VOGT;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;4.181638434872149
58345;26123;Chemin des Voirets;Bande; ;unidirectionnelle;contresens;vélos + cyclomoteurs;;186.237517141901
58346;26123;Chemin des Voirets;Bande; ;unidirectionnelle;contresens;vélos + cyclomoteurs;;171.154063886167
58347;26166;Rue des Voisins;Contresens;2006;; ;vélos + cyclomoteurs;NON;53.5686260790773
58348;26166;Rue des Voisins;Contresens;2008;unidirectionnelle; ;;;5.71253008744812
58350;26174;Rue des Vollandes;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;156.83176892100002
58351;26174;Rue des Vollandes;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;129.334563475998
58352;26182;Place des Volontaires;Dérogation 2R;1995;bidirectionnelle; ;au statut de la rue;;21.762015072138897
58353;26190;Rue  VOLTAIRE;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.708333038348069
58354;26190;Rue  VOLTAIRE;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;50.697062894746395
58355;26190;Rue  VOLTAIRE;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;50.2653472342392
58356;26190;Rue  VOLTAIRE;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;79.0571836268925
58357;26190;Rue  VOLTAIRE;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;80.9186494569611
58358;26190;Rue  VOLTAIRE;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.6313379703352
55092;;  ;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;232.36712711433802
55093;;  ;Sas;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;3.7811373950175398
55094;;  ;Sas;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.78889165851968
55095;;  ;Sas;2013;unidirectionnelle;dans le sens;;;3.50287025166505
55096; ;  ;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;134.518931275725
55097; ;  ;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;354.381804549728
55098; ;  ;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;617.446394592754
55099;0;  ;Dérogation 2R;2009;bidirectionnelle; ;au statut de la rue;;301.228235426261
55101;00086;Route des Acacias;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;72.00366649646949
55103;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.1313365656357
55344;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;55.1682236436882
55349;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;104.325016175412
57515;18996;Chemin du Pont-du-Centenaire;Piste; ;bidirectionnelle;dans le sens;mixité piétons;;198.619954960328
57517;18996;Chemin du Pont-du-Centenaire;Piste;2010;bidirectionnelle; ;vélos + cyclomoteurs;;3.0012830589599497
58921;01350;Route de Base;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;107.736627940548
58925;;  ;Sas;2014;bidirectionnelle;;vélos + cyclomoteurs;;2.4001041644062
55361;01350;Route de Base;Piste;;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;203.527347443417
55366;01350;Route de Base;Piste;;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;239.91929277854402
58923;01350;Route de Base;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;37.951595486883
55362;01350;Route de Base;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;114.962102451199
58922;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.8317858091907
58926;01341;Rue  BARTON;Bande;2000;unidirectionnelle;contresens;vélos + cyclomoteurs;;24.6362375374163
55341;01341;Rue  BARTON;Contresens;2000;unidirectionnelle;contresens;vélos + cyclomoteurs;;82.16984710939329
58605;56197;Route de Lully;Piste;1982;bidirectionnelle; ;vélos + cyclomoteurs;;8.29926502769974
58602;56189;Route de l' Uche;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;47.382978809343804
58603;56197;Route de Lully;Bande;1982;bidirectionnelle; ;vélos + cyclomoteurs;;5.2678118550863005
58604;56197;Route de Lully;Piste;1982;bidirectionnelle; ;vélos + cyclomoteurs;;130.10027772491
58607;56197;Route de Lully;Piste;2010;bidirectionnelle; ;vélos + cyclomoteurs;;181.17708255280303
58608;56197;Route de Lully;Piste;2010;bidirectionnelle; ;vélos + cyclomoteurs;;387.067411763194
58609;56219;Rue du Trabli;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.04757307595597
58610;56219;Rue du Trabli;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;2.3289911979223996
58612;58475;Route du Bois-de-Bay;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;315.42015532038397
58613;58807;Place des Casemates;Bande;1996;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;22.929307504411597
58614;58807;Place des Casemates;Bande;1996;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;64.92450185907619
58615;58823;Chemin du Pré-du-Camp;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;259.504106240009
58616;58840;Rue Hans- WILSDORF;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;150.391209996389
58617;58840;Rue Hans- WILSDORF;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;151.180663783833
58618;58947;Promenade du Bois-Clair;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;159.027739658879
58619;59102;Route des Péniches;Dérogation 2R;2000;bidirectionnelle; ;au statut de la rue : vélos seuls;;98.56806480803
58620;59102;Route des Péniches;Dérogation 2R;2000;bidirectionnelle; ;mixité piétons;;98.91008209839259
58621;59102;Route des Péniches;Sas;1992;; ;;NON;3.0302640149003497
58622;59412;Rue Richard- WAGNER;Bande;2010;unidirectionnelle;contresens;vélos + cyclomoteurs;;110.610179792002
58626;59455;Carrefour des Vingt-Trois-Cantons;Sas;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.68110037896279
58627;59498;Rue Virginio- MALNATI;Contresens; ;unidirectionnelle; ;vélos + cyclomoteurs;;71.7121491307894
58629;59510;  Vieux-Lully;Piste;1982;bidirectionnelle;dans le sens;mixité piétons;;45.3486447703161
58630;59587;Rue  CHABREY;Contresens;2004;unidirectionnelle;contresens;vélos + cyclomoteurs;;276.541453744143
58631;59625;Promenade de Corzon;Piste;2009;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;237.68523564148802
58632;59650;Route François- PEYROT;Piste; ;bidirectionnelle;dans le sens;mixité piétons;;96.1091727726007
58633;59650;Route François- PEYROT;Piste;1990;bidirectionnelle;dans le sens;mixité piétons;;291.575457761721
58634;59838;Ruelle du Sautier;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;25.588522139641697
58637;59862;  ;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;83.9455280745748
58638;60135;Carrefour du Pont-BUTIN;Bande;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.48170870676799
58639;60135;Carrefour du Pont-BUTIN;Bande;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.7593317336903
58640;60135;Carrefour du Pont-BUTIN;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;55.668079074648
58641;60160;  Voie-Centrale;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;108.934226216948
58642;60160;  Voie-Centrale;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;31.460092408999
58643;60160;  Voie-Centrale;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.41673333292308
58646;60313;Route des Batailleux;Piste; ;bidirectionnelle;dans le sens;mixité piétons;;247.12119855123302
58648;60380;Rue des Avanchis;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;121.01791592545501
58649;60402;Chemin des Bûcherons;Bande;2002;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;261.545194982843
58650;60500;Chemin de la Riole;Dérogation 2R;2012;bidirectionnelle; ;au statut de la rue : vélos seuls;;332.988720064714
58653;60518;Avenue A.-M.- MIRANY;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;106.08071737338001
58656;60682;Rue Maurice- BRAILLARD;Piste;1992;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;90.1261485323348
58666;62227;Rue des Gazomètres;Dérogation 2R;2011;bidirectionnelle; ;vélos + cyclomoteurs;;30.0116527368954
58667;62391;Carrefour François- FORESTIER;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.2697301486035
58668;62391;Carrefour François- FORESTIER;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;30.1060543786265
58669;62391;Carrefour François- FORESTIER;Sas;1992;; ;;NON;2.17002304135233
58670;62391;Carrefour François- FORESTIER;Sas;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;2.80223125384041
58672;62960;Pont du Jardin-Alpin;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.13929945763773
58673;62960;Pont du Jardin-Alpin;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.9722617294178
58674;62960;Pont du Jardin-Alpin;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.0341360892841
58675;62960;Pont du Jardin-Alpin;Piste;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;202.280173082699
56515;11770;Route du Grand-Lancy;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;43.0630071796299
56516;11770;Route du Grand-Lancy;Piste;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;76.03418557504439
56517;11770;Route du Grand-Lancy;Piste;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;405.655317820799
56518;11770;Route du Grand-Lancy;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;131.933905702
56521;11770;Route du Grand-Lancy;Sas;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.57147817412476
56523;11797;Place du Grand-Mézel;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;0.425440947723653
56524;11797;Place du Grand-Mézel;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;67.3371584274079
56525;11819;Rue des Grand-Portes;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;5.631159603622989
56526;11827;Rue du Grand-Pré;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;0.523259018078045
56527;11827;Rue du Grand-Pré;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;162.17965065787502
56528;11827;Rue du Grand-Pré;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;58.2740483412827
56529;11827;Rue du Grand-Pré;Sas;2009;unidirectionnelle; ;vélos + cyclomoteurs;NON;4.46023541979569
56530;11827;Rue du Grand-Pré;Sas;2009;unidirectionnelle; ;vélos + cyclomoteurs;OUI;4.88059422611632
56531;11843;  Grand-Rue;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;121.86190003666101
56542;11932;Avenue des Grandes-Communes;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;133.68872303747702
56544;11932;Avenue des Grandes-Communes;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;285.557903985545
56545;11932;Avenue des Grandes-Communes;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.4829661391004505
56546;11932;Avenue des Grandes-Communes;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;196.957435558725
56547;11932;Avenue des Grandes-Communes;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;136.762220212621
56548;11932;Avenue des Grandes-Communes;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;26.800568263245697
56549;11932;Avenue des Grandes-Communes;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;266.57017374468904
56550;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle; ;vélos + cyclomoteurs;;4.00007090585535
56551;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle; ;vélos + cyclomoteurs;;6.08142253095441
56552;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.86834481514968
56553;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;65.557431446708
56554;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.5405007260822496
56555;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.4650871998522
56556;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.40615876450412
56557;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.00081960812586
56558;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;92.5161030077868
56559;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;47.246647842411
56561;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.390588609846989
56562;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;88.9284076994733
56563;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;1.60464949443796
56564;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;66.6642926996307
56565;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.46225869093638
56279;09113;Quai Ernest- ANSERMET;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.03586890362545
56280;09113;Quai Ernest- ANSERMET;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;12.150956155979399
56281;09113;Quai Ernest- ANSERMET;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.415462350661469
56292;09121;Rue de l' Ecole-de-Médecine;Piste;2008;unidirectionnelle; ;vélos + cyclomoteurs;OUI;5.66721271878866
56293;09121;Rue de l' Ecole-de-Médecine;Sas;2008;unidirectionnelle; ;vélos + cyclomoteurs;NON;3.50408333234243
56294;09121;Rue de l' Ecole-de-Médecine;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.64070066459642
56295;09121;Rue de l' Ecole-de-Médecine;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.3153617427952797
56296;09121;Rue de l' Ecole-de-Médecine;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;2.2161678636782
56297;09199;Chemin des Eglantines;Contresens;2009;unidirectionnelle;contresens;vélos + cyclomoteurs;;162.46603380022202
56298;09270;Avenue Eugène- EMPEYTA;Dérogation 2R;1991;bidirectionnelle; ;au statut de la rue : vélos seuls;;151.348420679309
56299;09270;Avenue Eugène- EMPEYTA;Dérogation 2R;1991;bidirectionnelle; ;au statut de la rue : vélos seuls;;84.9909714379118
56301;09393;Rue des Epinettes;Bande;1994;unidirectionnelle;contresens;vélos + cyclomoteurs;;147.21554284203603
56302;09610;Chemin de l' Etang;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;183.07732139037
56303;09610;Chemin de l' Etang;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;79.4149629351231
56304;09610;Chemin de l' Etang;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;401.10562211066105
56305;09610;Chemin de l' Etang;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;463.73172703009806
56306;09610;Chemin de l' Etang;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;52.0342879628445
56307;09610;Chemin de l' Etang;Piste;1993;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;44.439236000437
56308;09610;Chemin de l' Etang;Piste;1993;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;211.69434842643
56309;09644;Rue des Etuves;Bande;1989;unidirectionnelle;contresens;vélos + cyclomoteurs;;10.9931069311637
56310;09644;Rue des Etuves;Contresens;1989;; ;vélos + cyclomoteurs;;38.244770884396694
56311;09679;Rue de l' Evêché;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;30.8297697269899
56312;09679;Rue de l' Evêché;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;75.3562568241034
56313;09814;Rue  FALLER;Contresens;2008;unidirectionnelle; ;vélos + cyclomoteurs;;126.303641577193
56314;09849;Rue Guillaume- FAREL;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;88.8124442300749
56315;09890;Rue de la Faucille;Contresens;1992;; ;vélos + cyclomoteurs;;146.970880079806
56316;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.43104382624121
56317;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.6287253676706195
56318;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.99382022629963
56320;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;12.683595704688798
56321;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;29.1774593398698
56322;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.7355775235611
56323;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;12.907428093931001
56324;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;12.5506493855896
56325;09920;Boulevard Georges- FAVON;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.1176560406195
56326;09920;Boulevard Georges- FAVON;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;43.463235038363194
56327;09920;Boulevard Georges- FAVON;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.705445731123298
56328;09920;Boulevard Georges- FAVON;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;31.837890947737097
56329;09920;Boulevard Georges- FAVON;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.324584727759
56331;09938;Rue Louis- FAVRE;Bande;1994;unidirectionnelle;contresens;vélos + cyclomoteurs;;66.3245414609102
56332;09938;Rue Louis- FAVRE;Sas;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.67077648461467
56333;09970;Route des Fayards;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;0.720277724214764
56334;09970;Route des Fayards;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;641.330462214628
56335;09970;Route des Fayards;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;621.194472583495
56336;09970;Route des Fayards;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;147.815127711216
56337;09970;Route des Fayards;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;132.994852907923
56338;09970;Route des Fayards;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;125.40491353082801
56339;09970;Route des Fayards;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;180.145445696267
56340;09997;Boulevard James- FAZY;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.737519577563
56341;09997;Boulevard James- FAZY;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;83.82462073312679
56342;09997;Boulevard James- FAZY;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;29.2955683915013
56343;09997;Boulevard James- FAZY;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;99.3999948417485
56344;09997;Boulevard James- FAZY;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.2009999038646395
56345;09997;Boulevard James- FAZY;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;98.96899624328329
56346;10014;Rue  FENDT;Contresens;1992;unidirectionnelle; ;vélos + cyclomoteurs;;35.4954749416988
56347;10022;Rue de la Ferme;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;25.015232510574098
56348;10022;Rue de la Ferme;Contresens;1993;unidirectionnelle; ;vélos + cyclomoteurs;;51.55135417454029
56349;10057;Route de Ferney;Bande;2008;unidirectionnelle;contresens;vélos + cyclomoteurs;;135.379443891985
56350;10057;Route de Ferney;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;123.11545249057201
56351;10057;Route de Ferney;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.12602644460502
56352;10057;Route de Ferney;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;81.78451100172809
56353;10057;Route de Ferney;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;143.760574490732
56354;10057;Route de Ferney;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;418.63410532384705
56355;10057;Route de Ferney;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.074816961036709
56356;10057;Route de Ferney;Piste;1961;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;657.076586678994
56357;10057;Route de Ferney;Sas;2008;unidirectionnelle; ;vélos + cyclomoteurs;NON;1.90646269305224
56358;10057;Route de Ferney;Sas;2008;unidirectionnelle; ;vélos + cyclomoteurs;NON;6.34810207857435
56359;10057;Route de Ferney;Sas;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;3.61702916770103
56360;10073;Rue  FERRIER;Contresens;1996;; ;vélos + cyclomoteurs;;143.659487760871
56361;10073;Rue  FERRIER;Contresens;1996;; ;vélos + cyclomoteurs;;80.26200360506579
56362;10189;Rue de la Filature;Contresens;2008;; ;vélos + cyclomoteurs;;114.03097948976401
56363;10189;Rue de la Filature;Contresens;2008;unidirectionnelle; ;vélos + cyclomoteurs;;52.5112949754622
56364;10189;Rue de la Filature;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;76.42601560019159
56365;10332;Route de Florissant;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;230.51358751865402
56366;10332;Route de Florissant;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.958293788435398
56367;10332;Route de Florissant;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.48586925554316
56368;10332;Route de Florissant;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.087521995019399
56369;10332;Route de Florissant;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;154.31805007494802
56370;10332;Route de Florissant;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;51.8913037030291
58654;60518;Avenue A.-M.- MIRANY;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;129.44571088342101
63073;18953;Boulevard du Pont-d'Arve;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;31.285693215909397
63389;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;65.45723786385769
65946;22640;Route de Soral;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.4825870405979
57229;15482;Route de Meyrin;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;74.1492360041558
62115;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;21.359822096637398
62424;;  ;Bande;;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;183.087442933016
58591;56138;Avenue Louis- RENDU;Bande;1996;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;556.5821583294801
64994;11932;Avenue des Grandes-Communes;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.2867422153346
64349;23590;Avenue de Thônex;Bande;2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;74.7019253788233
57822;22233;Chemin des Sellières;Piste; ;unidirectionnelle;;mixité piétons;;110.273167254723
57819;22233;Chemin des Sellières;Piste; ;bidirectionnelle;;mixité piétons;;137.48084501665502
57044;14605;Route de Malagnou;Piste;1988;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;112.21717623787501
81625;;  ;Bande;2016;unidirectionnelle;dans le sens;;;188.892070308509
55371;01350;Route de Base;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;72.2233099490739
55888;04766;Route de Chancy;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;74.630492368638
76830;22071;Route de Sauverny;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;53.813979596383696
84502;27626;Route de Lausanne;Piste;1957;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;669.775761916195
58045;23051;Route de Suisse;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;629.6972693652831
86746;;  ;Dérogation 2R;2016;unidirectionnelle;dans le sens;mixité piétons;;200.25074431401703
79390;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;22.079370462039897
56142;07412;Chemin des Coudriers;Bande;2010;unidirectionnelle;contresens;vélos + cyclomoteurs;;34.94156958762301
76833;22071;Route de Sauverny;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.8881605065331
84511;27626;Route de Lausanne;Piste;1957;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;146.201707525961
58655;60518;Avenue A.-M.- MIRANY;Piste;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;353.68628390519905
77144;;  ;Bande;;unidirectionnelle;dans le sens;;;142.983531157061
57820;22233;Chemin des Sellières;Piste; ;bidirectionnelle;;mixité piétons;;88.7721832304397
